fips,pop_density
1.606100000000000000e+04,8.000000000000000000e+00
1.606300000000000000e+04,4.299999999999999822e+00
1.606500000000000000e+04,8.000000000000000000e+01
1.606700000000000000e+04,2.650000000000000000e+01
1.606900000000000000e+04,4.629999999999999716e+01
1.607100000000000000e+04,3.600000000000000089e+00
1.607300000000000000e+04,1.500000000000000000e+00
1.607500000000000000e+04,5.560000000000000142e+01
1.607700000000000000e+04,5.599999999999999645e+00
1.607900000000000000e+04,4.900000000000000355e+00
1.608100000000000000e+04,2.260000000000000142e+01
1.608300000000000000e+04,4.020000000000000284e+01
1.608500000000000000e+04,2.700000000000000178e+00
1.608700000000000000e+04,7.000000000000000000e+00
1.700100000000000000e+04,7.850000000000000000e+01
1.700300000000000000e+04,3.500000000000000000e+01
1.700500000000000000e+04,4.670000000000000284e+01
1.700700000000000000e+04,1.930000000000000000e+02
1.700900000000000000e+04,2.269999999999999929e+01
1.701100000000000000e+04,4.020000000000000284e+01
1.701300000000000000e+04,2.000000000000000000e+01
1.701500000000000000e+04,3.460000000000000142e+01
1.701700000000000000e+04,3.629999999999999716e+01
1.701900000000000000e+04,2.018000000000000114e+02
1.702100000000000000e+04,4.910000000000000142e+01
1.702300000000000000e+04,3.260000000000000142e+01
1.702500000000000000e+04,2.950000000000000000e+01
1.702700000000000000e+04,7.970000000000000284e+01
1.702900000000000000e+04,1.060000000000000000e+02
1.703100000000000000e+04,5.495100000000000364e+03
1.703300000000000000e+04,4.470000000000000284e+01
1.703500000000000000e+04,3.189999999999999858e+01
1.703700000000000000e+04,1.665999999999999943e+02
1.703900000000000000e+04,4.170000000000000284e+01
1.704100000000000000e+04,4.800000000000000000e+01
1.704300000000000000e+04,2.799800000000000182e+03
1.704500000000000000e+04,2.980000000000000071e+01
1.704700000000000000e+04,3.019999999999999929e+01
1.704900000000000000e+04,7.150000000000000000e+01
1.705100000000000000e+04,3.089999999999999858e+01
1.705300000000000000e+04,2.900000000000000000e+01
1.705500000000000000e+04,9.679999999999999716e+01
1.705700000000000000e+04,4.279999999999999716e+01
1.705900000000000000e+04,1.730000000000000071e+01
1.706100000000000000e+04,2.560000000000000142e+01
1.706300000000000000e+04,1.197999999999999972e+02
1.706500000000000000e+04,1.950000000000000000e+01
1.706700000000000000e+04,2.410000000000000142e+01
1.706900000000000000e+04,2.430000000000000071e+01
1.707100000000000000e+04,1.930000000000000071e+01
1.707300000000000000e+04,6.129999999999999716e+01
1.707500000000000000e+04,2.660000000000000142e+01
1.707700000000000000e+04,1.030999999999999943e+02
1.707900000000000000e+04,1.960000000000000142e+01
1.708100000000000000e+04,6.800000000000000000e+01
1.708300000000000000e+04,6.220000000000000284e+01
1.708500000000000000e+04,3.770000000000000284e+01
1.708700000000000000e+04,3.660000000000000142e+01
1.708900000000000000e+04,9.907999999999999545e+02
1.709100000000000000e+04,1.676999999999999886e+02
1.709300000000000000e+04,3.581999999999999886e+02
1.709500000000000000e+04,7.390000000000000568e+01
1.709700000000000000e+04,1.585599999999999909e+03
1.709900000000000000e+04,1.004000000000000057e+02
1.710100000000000000e+04,4.520000000000000284e+01
1.710300000000000000e+04,4.970000000000000284e+01
1.710500000000000000e+04,3.729999999999999716e+01
1.710700000000000000e+04,4.900000000000000000e+01
1.710900000000000000e+04,5.529999999999999716e+01
1.711100000000000000e+04,5.118999999999999773e+02
1.711300000000000000e+04,1.433000000000000114e+02
1.711500000000000000e+04,1.908000000000000114e+02
1.711700000000000000e+04,5.539999999999999858e+01
1.711900000000000000e+04,3.763000000000000114e+02
1.712100000000000000e+04,6.890000000000000568e+01
1.712300000000000000e+04,3.270000000000000284e+01
1.712500000000000000e+04,2.719999999999999929e+01
1.712700000000000000e+04,6.500000000000000000e+01
1.712900000000000000e+04,4.039999999999999858e+01
1.713100000000000000e+04,2.930000000000000071e+01
1.713300000000000000e+04,8.559999999999999432e+01
1.713500000000000000e+04,4.279999999999999716e+01
1.713700000000000000e+04,6.250000000000000000e+01
1.713900000000000000e+04,4.420000000000000284e+01
1.714100000000000000e+04,7.050000000000000000e+01
1.714300000000000000e+04,3.011999999999999886e+02
1.714500000000000000e+04,5.060000000000000142e+01
1.714700000000000000e+04,3.810000000000000142e+01
1.714900000000000000e+04,1.980000000000000071e+01
1.715100000000000000e+04,1.209999999999999964e+01
1.715300000000000000e+04,3.089999999999999858e+01
1.715500000000000000e+04,3.750000000000000000e+01
1.715700000000000000e+04,5.820000000000000284e+01
1.715900000000000000e+04,4.510000000000000142e+01
1.716100000000000000e+04,3.450000000000000000e+02
1.716300000000000000e+04,4.106000000000000227e+02
1.716500000000000000e+04,6.559999999999999432e+01
1.716700000000000000e+04,2.274000000000000057e+02
1.716900000000000000e+04,1.730000000000000071e+01
1.717100000000000000e+04,2.130000000000000071e+01
1.717300000000000000e+04,2.950000000000000000e+01
1.717500000000000000e+04,2.080000000000000071e+01
1.717700000000000000e+04,8.450000000000000000e+01
1.717900000000000000e+04,2.085999999999999943e+02
1.718100000000000000e+04,4.310000000000000142e+01
1.718300000000000000e+04,9.090000000000000568e+01
1.718500000000000000e+04,5.350000000000000000e+01
1.718700000000000000e+04,3.260000000000000142e+01
1.718900000000000000e+04,2.619999999999999929e+01
1.719100000000000000e+04,2.350000000000000000e+01
1.719300000000000000e+04,2.960000000000000142e+01
1.719500000000000000e+04,8.550000000000000000e+01
1.719700000000000000e+04,8.096000000000000227e+02
1.719900000000000000e+04,1.579000000000000057e+02
1.720100000000000000e+04,5.752000000000000455e+02
1.720300000000000000e+04,7.329999999999999716e+01
1.800100000000000000e+04,1.014000000000000057e+02
1.800300000000000000e+04,5.406000000000000227e+02
1.800500000000000000e+04,1.886999999999999886e+02
1.800700000000000000e+04,2.180000000000000071e+01
1.800900000000000000e+04,7.729999999999999716e+01
1.801100000000000000e+04,1.339000000000000057e+02
1.801300000000000000e+04,4.889999999999999858e+01
1.801500000000000000e+04,5.410000000000000142e+01
1.801700000000000000e+04,9.450000000000000000e+01
1.801900000000000000e+04,2.956000000000000227e+02
1.802100000000000000e+04,7.520000000000000284e+01
1.802300000000000000e+04,8.200000000000000000e+01
1.802500000000000000e+04,3.510000000000000142e+01
1.802700000000000000e+04,7.370000000000000284e+01
1.802900000000000000e+04,1.640999999999999943e+02
1.803100000000000000e+04,6.909999999999999432e+01
1.803300000000000000e+04,1.164000000000000057e+02
1.803500000000000000e+04,3.001000000000000227e+02
1.803700000000000000e+04,9.800000000000000000e+01
1.803900000000000000e+04,4.265000000000000000e+02
1.804100000000000000e+04,1.129000000000000057e+02
1.804300000000000000e+04,5.041000000000000227e+02
1.804500000000000000e+04,4.360000000000000142e+01
1.804700000000000000e+04,6.010000000000000142e+01
1.804900000000000000e+04,5.660000000000000142e+01
1.805100000000000000e+04,6.870000000000000284e+01
1.805300000000000000e+04,1.691999999999999886e+02
1.805500000000000000e+04,6.110000000000000142e+01
1.805700000000000000e+04,6.963999999999999773e+02
1.805900000000000000e+04,2.288000000000000114e+02
1.806100000000000000e+04,8.120000000000000284e+01
1.806300000000000000e+04,3.573999999999999773e+02
1.806500000000000000e+04,1.262000000000000028e+02
1.806700000000000000e+04,2.823999999999999773e+02
1.806900000000000000e+04,9.700000000000000000e+01
1.807100000000000000e+04,8.320000000000000284e+01
1.807300000000000000e+04,5.979999999999999716e+01
1.807500000000000000e+04,5.539999999999999858e+01
1.807700000000000000e+04,8.990000000000000568e+01
1.807900000000000000e+04,7.570000000000000284e+01
1.808100000000000000e+04,4.358000000000000114e+02
1.808300000000000000e+04,7.450000000000000000e+01
1.808500000000000000e+04,1.455999999999999943e+02
1.808700000000000000e+04,9.779999999999999716e+01
1.808900000000000000e+04,9.941000000000000227e+02
1.809100000000000000e+04,1.863000000000000114e+02
1.809300000000000000e+04,1.027000000000000028e+02
1.809500000000000000e+04,2.913000000000000114e+02
1.809700000000000000e+04,2.279599999999999909e+03
1.809900000000000000e+04,1.060999999999999943e+02
1.810100000000000000e+04,3.080000000000000071e+01
1.810300000000000000e+04,9.870000000000000284e+01
1.810500000000000000e+04,3.496999999999999886e+02
1.810700000000000000e+04,7.559999999999999432e+01
1.810900000000000000e+04,1.705000000000000000e+02
1.811100000000000000e+04,3.550000000000000000e+01
1.811300000000000000e+04,1.157000000000000028e+02
1.811500000000000000e+04,7.109999999999999432e+01
1.811700000000000000e+04,4.979999999999999716e+01
1.811900000000000000e+04,5.600000000000000000e+01
1.812100000000000000e+04,3.900000000000000000e+01
1.812300000000000000e+04,5.070000000000000284e+01
1.812500000000000000e+04,3.839999999999999858e+01
1.812700000000000000e+04,3.930000000000000000e+02
1.812900000000000000e+04,6.329999999999999716e+01
1.813100000000000000e+04,3.089999999999999858e+01
1.813300000000000000e+04,7.900000000000000000e+01
1.813500000000000000e+04,5.789999999999999858e+01
1.813700000000000000e+04,6.459999999999999432e+01
1.813900000000000000e+04,4.260000000000000142e+01
1.814100000000000000e+04,5.830000000000000000e+02
1.814300000000000000e+04,1.270000000000000000e+02
1.814500000000000000e+04,1.080999999999999943e+02
1.814700000000000000e+04,5.279999999999999716e+01
1.814900000000000000e+04,7.559999999999999432e+01
1.815100000000000000e+04,1.107000000000000028e+02
1.815300000000000000e+04,4.800000000000000000e+01
1.815500000000000000e+04,4.810000000000000142e+01
1.815700000000000000e+04,3.456999999999999886e+02
1.815900000000000000e+04,6.120000000000000284e+01
1.816100000000000000e+04,4.660000000000000142e+01
1.816300000000000000e+04,7.697000000000000455e+02
1.816500000000000000e+04,6.310000000000000142e+01
1.816700000000000000e+04,2.673999999999999773e+02
1.816900000000000000e+04,7.970000000000000284e+01
1.817100000000000000e+04,2.330000000000000071e+01
1.817300000000000000e+04,1.550999999999999943e+02
1.817500000000000000e+04,5.500000000000000000e+01
1.817700000000000000e+04,1.715000000000000000e+02
1.817900000000000000e+04,7.509999999999999432e+01
1.818100000000000000e+04,4.879999999999999716e+01
1.818300000000000000e+04,9.920000000000000284e+01
1.900100000000000000e+04,1.350000000000000000e+01
1.900300000000000000e+04,9.500000000000000000e+00
1.900500000000000000e+04,2.239999999999999858e+01
1.900700000000000000e+04,2.589999999999999858e+01
1.900900000000000000e+04,1.380000000000000071e+01
1.901100000000000000e+04,3.639999999999999858e+01
1.901300000000000000e+04,2.316999999999999886e+02
1.901500000000000000e+04,4.600000000000000000e+01
1.901700000000000000e+04,5.570000000000000284e+01
1.901900000000000000e+04,3.670000000000000284e+01
1.902100000000000000e+04,3.520000000000000284e+01
1.902300000000000000e+04,2.560000000000000142e+01
1.902500000000000000e+04,1.700000000000000000e+01
1.902700000000000000e+04,3.660000000000000142e+01
1.902900000000000000e+04,2.469999999999999929e+01
1.903100000000000000e+04,3.189999999999999858e+01
1.903300000000000000e+04,7.770000000000000284e+01
1.903500000000000000e+04,2.089999999999999858e+01
1.903700000000000000e+04,2.469999999999999929e+01
1.903900000000000000e+04,2.150000000000000000e+01
1.904100000000000000e+04,2.939999999999999858e+01
1.904300000000000000e+04,2.330000000000000071e+01
1.904500000000000000e+04,7.070000000000000284e+01
1.904700000000000000e+04,2.389999999999999858e+01
1.904900000000000000e+04,1.124000000000000057e+02
1.905100000000000000e+04,1.739999999999999858e+01
1.905300000000000000e+04,1.590000000000000036e+01
1.905500000000000000e+04,3.069999999999999929e+01
1.905700000000000000e+04,9.690000000000000568e+01
1.905900000000000000e+04,4.379999999999999716e+01
1.906100000000000000e+04,1.540000000000000000e+02
1.906300000000000000e+04,2.600000000000000000e+01
1.906500000000000000e+04,2.860000000000000142e+01
1.906700000000000000e+04,3.260000000000000142e+01
1.906900000000000000e+04,1.839999999999999858e+01
1.907100000000000000e+04,1.459999999999999964e+01
1.907300000000000000e+04,1.639999999999999858e+01
1.907500000000000000e+04,2.480000000000000071e+01
1.907700000000000000e+04,1.850000000000000000e+01
1.907900000000000000e+04,2.719999999999999929e+01
1.908100000000000000e+04,1.989999999999999858e+01
1.908300000000000000e+04,3.080000000000000071e+01
1.908500000000000000e+04,2.139999999999999858e+01
1.908700000000000000e+04,4.639999999999999858e+01
1.908900000000000000e+04,2.019999999999999929e+01
1.909100000000000000e+04,2.260000000000000142e+01
1.909300000000000000e+04,1.639999999999999858e+01
1.909500000000000000e+04,2.789999999999999858e+01
1.909700000000000000e+04,3.119999999999999929e+01
1.909900000000000000e+04,5.039999999999999858e+01
1.910100000000000000e+04,3.870000000000000284e+01
1.910300000000000000e+04,2.130999999999999943e+02
1.910500000000000000e+04,3.589999999999999858e+01
1.910700000000000000e+04,1.810000000000000142e+01
1.910900000000000000e+04,1.600000000000000000e+01
1.911100000000000000e+04,6.929999999999999716e+01
1.911300000000000000e+04,2.946000000000000227e+02
1.911500000000000000e+04,2.830000000000000071e+01
1.911700000000000000e+04,2.069999999999999929e+01
1.911900000000000000e+04,1.969999999999999929e+01
1.912100000000000000e+04,2.789999999999999858e+01
1.912300000000000000e+04,3.920000000000000284e+01
1.912500000000000000e+04,6.010000000000000142e+01
1.912700000000000000e+04,7.100000000000000000e+01
1.912900000000000000e+04,3.439999999999999858e+01
1.913100000000000000e+04,2.300000000000000000e+01
1.913300000000000000e+04,1.330000000000000071e+01
1.913500000000000000e+04,1.839999999999999858e+01
1.913700000000000000e+04,2.530000000000000071e+01
1.913900000000000000e+04,9.770000000000000284e+01
1.914100000000000000e+04,2.510000000000000142e+01
1.914300000000000000e+04,1.619999999999999929e+01
1.914500000000000000e+04,2.980000000000000071e+01
1.914700000000000000e+04,1.669999999999999929e+01
1.914900000000000000e+04,2.900000000000000000e+01
1.915100000000000000e+04,1.269999999999999929e+01
1.915300000000000000e+04,7.505000000000000000e+02
1.915500000000000000e+04,9.800000000000000000e+01
1.915700000000000000e+04,3.229999999999999716e+01
1.915900000000000000e+04,9.599999999999999645e+00
1.916100000000000000e+04,1.800000000000000000e+01
1.916300000000000000e+04,3.606999999999999886e+02
1.916500000000000000e+04,2.060000000000000142e+01
1.916700000000000000e+04,4.389999999999999858e+01
1.916900000000000000e+04,1.563000000000000114e+02
1.917100000000000000e+04,2.460000000000000142e+01
1.917300000000000000e+04,1.190000000000000036e+01
1.917500000000000000e+04,2.960000000000000142e+01
1.917700000000000000e+04,1.559999999999999964e+01
1.917900000000000000e+04,8.250000000000000000e+01
1.918100000000000000e+04,8.109999999999999432e+01
1.918300000000000000e+04,3.820000000000000284e+01
1.918500000000000000e+04,1.219999999999999929e+01
1.918700000000000000e+04,5.310000000000000142e+01
1.918900000000000000e+04,2.710000000000000142e+01
1.919100000000000000e+04,3.050000000000000000e+01
1.919300000000000000e+04,1.170999999999999943e+02
1.919500000000000000e+04,1.900000000000000000e+01
1.919700000000000000e+04,2.280000000000000071e+01
2.000100000000000000e+04,2.669999999999999929e+01
2.000300000000000000e+04,1.400000000000000000e+01
2.000500000000000000e+04,3.929999999999999716e+01
2.000700000000000000e+04,4.299999999999999822e+00
2.000900000000000000e+04,3.089999999999999858e+01
2.001100000000000000e+04,2.389999999999999858e+01
2.001300000000000000e+04,1.750000000000000000e+01
2.001500000000000000e+04,4.610000000000000142e+01
2.001700000000000000e+04,3.600000000000000089e+00
2.001900000000000000e+04,5.700000000000000178e+00
2.002100000000000000e+04,3.679999999999999716e+01
2.002300000000000000e+04,2.700000000000000178e+00
2.002500000000000000e+04,2.299999999999999822e+00
2.002700000000000000e+04,1.319999999999999929e+01
2.002900000000000000e+04,1.330000000000000071e+01
2.003100000000000000e+04,1.369999999999999929e+01
2.003300000000000000e+04,2.399999999999999911e+00
2.003500000000000000e+04,3.229999999999999716e+01
2.003700000000000000e+04,6.640000000000000568e+01
2.003900000000000000e+04,3.299999999999999822e+00
2.004100000000000000e+04,2.330000000000000071e+01
2.004300000000000000e+04,2.019999999999999929e+01
2.004500000000000000e+04,2.430999999999999943e+02
2.004700000000000000e+04,4.900000000000000355e+00
2.004900000000000000e+04,4.500000000000000000e+00
2.005100000000000000e+04,3.160000000000000142e+01
2.005300000000000000e+04,9.099999999999999645e+00
2.005500000000000000e+04,2.819999999999999929e+01
2.005700000000000000e+04,3.080000000000000071e+01
2.005900000000000000e+04,4.550000000000000000e+01
2.006100000000000000e+04,8.929999999999999716e+01
2.006300000000000000e+04,2.500000000000000000e+00
2.006500000000000000e+04,2.899999999999999911e+00
2.006700000000000000e+04,1.359999999999999964e+01
2.006900000000000000e+04,6.900000000000000355e+00
2.007100000000000000e+04,1.600000000000000089e+00
2.007300000000000000e+04,5.900000000000000355e+00
2.007500000000000000e+04,2.700000000000000178e+00
2.007700000000000000e+04,7.500000000000000000e+00
2.007900000000000000e+04,6.429999999999999716e+01
2.008100000000000000e+04,7.400000000000000355e+00
2.008300000000000000e+04,2.200000000000000178e+00
2.008500000000000000e+04,2.050000000000000000e+01
2.008700000000000000e+04,3.589999999999999858e+01
2.008900000000000000e+04,3.399999999999999911e+00
2.009100000000000000e+04,1.149599999999999909e+03
2.009300000000000000e+04,4.599999999999999645e+00
2.009500000000000000e+04,9.099999999999999645e+00
2.009700000000000000e+04,3.500000000000000000e+00
2.009900000000000000e+04,3.350000000000000000e+01
2.010100000000000000e+04,2.399999999999999911e+00
2.010300000000000000e+04,1.646999999999999886e+02
2.010500000000000000e+04,4.500000000000000000e+00
2.010700000000000000e+04,1.630000000000000071e+01
2.010900000000000000e+04,2.600000000000000089e+00
2.011100000000000000e+04,3.979999999999999716e+01
2.011300000000000000e+04,3.250000000000000000e+01
2.011500000000000000e+04,1.340000000000000036e+01
2.011700000000000000e+04,1.119999999999999929e+01
2.011900000000000000e+04,4.700000000000000178e+00
2.012100000000000000e+04,5.700000000000000000e+01
2.012300000000000000e+04,9.099999999999999645e+00
2.012500000000000000e+04,5.510000000000000142e+01
2.012700000000000000e+04,8.500000000000000000e+00
2.012900000000000000e+04,4.400000000000000355e+00
2.013100000000000000e+04,1.419999999999999929e+01
2.013300000000000000e+04,2.889999999999999858e+01
2.013500000000000000e+04,2.899999999999999911e+00
2.013700000000000000e+04,6.500000000000000000e+00
2.013900000000000000e+04,2.310000000000000142e+01
2.014100000000000000e+04,4.299999999999999822e+00
2.014300000000000000e+04,8.500000000000000000e+00
2.014500000000000000e+04,9.199999999999999289e+00
2.014700000000000000e+04,6.400000000000000355e+00
2.014900000000000000e+04,2.569999999999999929e+01
2.015100000000000000e+04,1.309999999999999964e+01
2.015300000000000000e+04,2.399999999999999911e+00
2.015500000000000000e+04,5.139999999999999858e+01
2.015700000000000000e+04,6.900000000000000355e+00
2.015900000000000000e+04,1.390000000000000036e+01
2.016100000000000000e+04,1.165999999999999943e+02
2.016300000000000000e+04,5.799999999999999822e+00
2.016500000000000000e+04,4.599999999999999645e+00
2.016700000000000000e+04,7.900000000000000355e+00
2.016900000000000000e+04,7.720000000000000284e+01
2.017100000000000000e+04,6.900000000000000355e+00
2.017300000000000000e+04,4.996000000000000227e+02
2.017500000000000000e+04,3.589999999999999858e+01
2.017700000000000000e+04,3.271000000000000227e+02
2.017900000000000000e+04,2.899999999999999911e+00
2.018100000000000000e+04,5.700000000000000178e+00
2.018300000000000000e+04,4.299999999999999822e+00
2.018500000000000000e+04,5.599999999999999645e+00
2.018700000000000000e+04,3.299999999999999822e+00
2.018900000000000000e+04,7.900000000000000355e+00
2.019100000000000000e+04,2.039999999999999858e+01
2.019300000000000000e+04,7.400000000000000355e+00
2.019500000000000000e+04,3.399999999999999911e+00
2.019700000000000000e+04,8.900000000000000355e+00
2.019900000000000000e+04,1.600000000000000089e+00
2.020100000000000000e+04,6.500000000000000000e+00
2.020300000000000000e+04,3.100000000000000089e+00
2.020500000000000000e+04,1.650000000000000000e+01
2.020700000000000000e+04,6.599999999999999645e+00
2.020900000000000000e+04,1.039000000000000000e+03
2.100100000000000000e+04,4.600000000000000000e+01
2.100300000000000000e+04,5.800000000000000000e+01
2.100500000000000000e+04,1.060999999999999943e+02
2.100700000000000000e+04,3.339999999999999858e+01
2.100900000000000000e+04,8.650000000000000000e+01
2.101100000000000000e+04,4.160000000000000142e+01
2.101300000000000000e+04,7.990000000000000568e+01
2.101500000000000000e+04,4.823000000000000114e+02
2.101700000000000000e+04,6.900000000000000000e+01
2.101900000000000000e+04,3.098999999999999773e+02
2.102100000000000000e+04,1.578000000000000114e+02
2.102300000000000000e+04,4.129999999999999716e+01
2.102500000000000000e+04,2.819999999999999929e+01
2.102700000000000000e+04,3.539999999999999858e+01
2.102900000000000000e+04,2.501999999999999886e+02
2.103100000000000000e+04,2.980000000000000071e+01
2.103300000000000000e+04,3.770000000000000284e+01
2.103500000000000000e+04,9.659999999999999432e+01
2.103700000000000000e+04,5.970000000000000000e+02
2.103900000000000000e+04,2.689999999999999858e+01
2.104100000000000000e+04,8.409999999999999432e+01
2.104300000000000000e+04,6.770000000000000284e+01
2.104500000000000000e+04,3.589999999999999858e+01
2.104700000000000000e+04,1.030999999999999943e+02
2.104900000000000000e+04,1.410999999999999943e+02
2.105100000000000000e+04,4.629999999999999716e+01
2.105300000000000000e+04,5.210000000000000142e+01
2.105500000000000000e+04,2.589999999999999858e+01
2.105700000000000000e+04,2.250000000000000000e+01
2.105900000000000000e+04,2.109000000000000057e+02
2.106100000000000000e+04,4.020000000000000284e+01
2.106300000000000000e+04,3.350000000000000000e+01
2.106500000000000000e+04,5.800000000000000000e+01
2.106700000000000000e+04,1.042799999999999955e+03
2.106900000000000000e+04,4.120000000000000284e+01
2.107100000000000000e+04,1.002999999999999972e+02
2.107300000000000000e+04,2.371999999999999886e+02
2.107500000000000000e+04,3.320000000000000284e+01
2.107700000000000000e+04,8.479999999999999716e+01
2.107900000000000000e+04,7.350000000000000000e+01
2.108100000000000000e+04,9.559999999999999432e+01
2.108300000000000000e+04,6.729999999999999716e+01
2.108500000000000000e+04,5.179999999999999716e+01
2.108700000000000000e+04,3.939999999999999858e+01
2.108900000000000000e+04,1.072000000000000028e+02
2.109100000000000000e+04,4.560000000000000142e+01
2.109300000000000000e+04,1.693000000000000114e+02
2.109500000000000000e+04,6.289999999999999858e+01
2.109700000000000000e+04,6.150000000000000000e+01
2.109900000000000000e+04,4.420000000000000284e+01
2.110100000000000000e+04,1.059000000000000057e+02
2.110300000000000000e+04,5.389999999999999858e+01
2.110500000000000000e+04,2.019999999999999929e+01
2.110700000000000000e+04,8.659999999999999432e+01
2.110900000000000000e+04,3.910000000000000142e+01
2.111100000000000000e+04,1.948099999999999909e+03
2.111300000000000000e+04,2.823000000000000114e+02
2.111500000000000000e+04,8.920000000000000284e+01
2.111700000000000000e+04,9.967000000000000455e+02
2.111900000000000000e+04,4.650000000000000000e+01
2.112100000000000000e+04,8.250000000000000000e+01
2.112300000000000000e+04,5.429999999999999716e+01
2.112500000000000000e+04,1.355999999999999943e+02
2.112700000000000000e+04,3.820000000000000284e+01
2.112900000000000000e+04,3.779999999999999716e+01
2.113100000000000000e+04,2.819999999999999929e+01
2.113300000000000000e+04,7.259999999999999432e+01
2.113500000000000000e+04,2.869999999999999929e+01
2.113700000000000000e+04,7.409999999999999432e+01
2.113900000000000000e+04,3.039999999999999858e+01
2.114100000000000000e+04,4.860000000000000142e+01
2.114300000000000000e+04,3.889999999999999858e+01
2.114500000000000000e+04,2.636000000000000227e+02
2.114700000000000000e+04,4.289999999999999858e+01
2.114900000000000000e+04,3.779999999999999716e+01
2.115100000000000000e+04,1.895999999999999943e+02
2.115300000000000000e+04,4.320000000000000284e+01
2.115500000000000000e+04,5.779999999999999716e+01
2.115700000000000000e+04,1.044000000000000057e+02
2.115900000000000000e+04,5.629999999999999716e+01
2.116100000000000000e+04,7.279999999999999716e+01
2.116300000000000000e+04,9.359999999999999432e+01
2.116500000000000000e+04,3.100000000000000000e+01
2.116700000000000000e+04,8.570000000000000284e+01
2.116900000000000000e+04,3.489999999999999858e+01
2.117100000000000000e+04,3.329999999999999716e+01
2.117300000000000000e+04,1.343000000000000114e+02
2.117500000000000000e+04,3.650000000000000000e+01
2.117700000000000000e+04,6.740000000000000568e+01
2.117900000000000000e+04,1.040000000000000000e+02
2.118100000000000000e+04,3.660000000000000142e+01
2.118300000000000000e+04,4.060000000000000142e+01
2.118500000000000000e+04,3.221999999999999886e+02
2.118700000000000000e+04,3.089999999999999858e+01
2.118900000000000000e+04,2.410000000000000142e+01
2.119100000000000000e+04,5.370000000000000284e+01
2.119300000000000000e+04,8.450000000000000000e+01
2.119500000000000000e+04,8.259999999999999432e+01
2.119700000000000000e+04,7.050000000000000000e+01
2.119900000000000000e+04,9.579999999999999716e+01
2.120100000000000000e+04,2.280000000000000071e+01
2.120300000000000000e+04,5.389999999999999858e+01
2.120500000000000000e+04,8.340000000000000568e+01
2.120700000000000000e+04,6.920000000000000284e+01
2.120900000000000000e+04,1.674000000000000057e+02
2.121100000000000000e+04,1.107999999999999972e+02
2.121300000000000000e+04,7.400000000000000000e+01
2.121500000000000000e+04,9.140000000000000568e+01
2.121700000000000000e+04,9.200000000000000000e+01
2.121900000000000000e+04,3.329999999999999716e+01
2.122100000000000000e+04,3.250000000000000000e+01
2.122300000000000000e+04,5.810000000000000142e+01
2.122500000000000000e+04,4.379999999999999716e+01
2.122700000000000000e+04,2.100999999999999943e+02
2.122900000000000000e+04,3.939999999999999858e+01
2.123100000000000000e+04,4.539999999999999858e+01
2.123300000000000000e+04,4.100000000000000000e+01
2.123500000000000000e+04,8.140000000000000568e+01
2.123700000000000000e+04,3.310000000000000142e+01
2.123900000000000000e+04,1.320999999999999943e+02
2.200100000000000000e+04,9.429999999999999716e+01
2.200300000000000000e+04,3.379999999999999716e+01
2.200500000000000000e+04,3.696999999999999886e+02
2.200700000000000000e+04,6.920000000000000284e+01
2.200900000000000000e+04,5.050000000000000000e+01
2.201100000000000000e+04,3.080000000000000071e+01
2.201300000000000000e+04,1.769999999999999929e+01
2.201500000000000000e+04,1.393000000000000114e+02
2.201700000000000000e+04,2.901999999999999886e+02
2.201900000000000000e+04,1.811999999999999886e+02
2.202100000000000000e+04,1.910000000000000142e+01
2.202300000000000000e+04,5.299999999999999822e+00
2.202500000000000000e+04,1.469999999999999929e+01
2.202700000000000000e+04,2.280000000000000071e+01
2.202900000000000000e+04,2.989999999999999858e+01
2.203100000000000000e+04,3.039999999999999858e+01
2.203300000000000000e+04,9.666000000000000227e+02
2.203500000000000000e+04,1.839999999999999858e+01
2.203700000000000000e+04,4.470000000000000284e+01
2.203900000000000000e+04,5.129999999999999716e+01
2.204100000000000000e+04,3.320000000000000284e+01
2.204300000000000000e+04,3.470000000000000284e+01
2.204500000000000000e+04,1.275999999999999943e+02
2.204700000000000000e+04,5.400000000000000000e+01
2.204900000000000000e+04,2.860000000000000142e+01
2.205100000000000000e+04,1.463099999999999909e+03
2.205300000000000000e+04,4.850000000000000000e+01
2.205500000000000000e+04,8.246000000000000227e+02
2.205700000000000000e+04,9.020000000000000284e+01
2.205900000000000000e+04,2.380000000000000071e+01
2.206100000000000000e+04,9.909999999999999432e+01
2.206300000000000000e+04,1.975000000000000000e+02
2.206500000000000000e+04,1.939999999999999858e+01
2.206700000000000000e+04,3.520000000000000284e+01
2.206900000000000000e+04,3.160000000000000142e+01
2.207100000000000000e+04,2.029400000000000091e+03
2.207300000000000000e+04,2.518000000000000114e+02
2.207500000000000000e+04,2.950000000000000000e+01
2.207700000000000000e+04,4.089999999999999858e+01
2.207900000000000000e+04,9.990000000000000568e+01
2.208100000000000000e+04,2.339999999999999858e+01
2.208300000000000000e+04,3.710000000000000142e+01
2.208500000000000000e+04,2.800000000000000000e+01
2.208700000000000000e+04,9.509999999999999432e+01
2.208900000000000000e+04,1.890999999999999943e+02
2.209100000000000000e+04,2.739999999999999858e+01
2.209300000000000000e+04,9.150000000000000000e+01
2.209500000000000000e+04,2.155000000000000000e+02
2.209700000000000000e+04,9.029999999999999716e+01
2.209900000000000000e+04,7.070000000000000284e+01
2.210100000000000000e+04,9.840000000000000568e+01
